Filename: 1_green_0000.csv
SampleFlowRate = 6.833 ml/s
Trigger Threshold 2 = 4
Trigger Threshold 1 = 4
Max Meas Per o/p File = 30000
Auto Forced Trig Enabled = 0
Auto Forced Trig Part Rate Thresh = 2 p/s
Peak Offset FL2_SctPk = 0 (0x0)
Integrator Offset FL2_SctInt = 69 (0x45)
Integrator Offset FL1_280 = 69 (0x45)
Integrator Offset FL2_280 = 65 (0x41)
Integrator Offset FL2_370 = 0 (0x0)
Peak Offset Pwr_280 = 0 (0x0)
Peak Offset Pwr_370 = 0 (0x0)
Peak Offset SCAT_EL1 = 0 (0x0)
Peak Offset SCAT_EL2 = 0 (0x0)
Peak Offset SCAT_EL3 = 0 (0x0)
Peak Offset SCAT_EL4 = 0 (0x0)
Scat El 2 gradient = 0.8704
Scat El 2 offset = 1.6147
Scat El 3 gradient = 1.2505
Scat El 3 offset = 1.2597
Scat El 4 gradient = 1.1150
Scat El 4 offset = 5.5825
Minimum Mean ScatEL = 20
Glitch time = 30 (0.63us)
Scat integrate pulse = 300 (6.25us)
XE1 trigger delay = 471 (9.81us)
XE1 integrate delay = 160 (3.33us)
XE1 integrate pulse = 288 (6.00us)
XE2 trigger delay = 551 (11.48us)
XE2 integrate delay = 130 (2.71us)
XE2 integrate pulse = 336 (7.00us)
Recharge time = 18000 (6000us)
FL1 280nm offset = 0
FL2 280nm offset = 0
FL2 370nm offset = 0
Start Date/Time: 01/07/2014 11:43:33
Time,FL2 SctInt,Scat_EL1,Scat_EL2,Scat_EL3,Scat_EL4,FL2 SctPk,FL1_280,FL2_280,Pwr_280,FL2_370,Pwr_370,TOF,TPCT2,Size,AF,TotalT2,MeasT2,FT,TPCT1,TotalT1
149,216,45,38,54,55,49,308,2112,2047,2047,1795,3.167,1,2.007,2.018,24,20.8,2,0,22.33
157,196,39,36,49,47,35,336,2112,2047,2047,1810,2.875,1,1.534,2.05,24,20.8,2,0,22.33
197,186,45,38,55,56,40,354,2112,2047,2047,1823,2.979,1,1.722,1.963,24,20.8,2,0,22.33
240,186,44,39,53,57,53,317,2112,2047,2047,1793,2.75,1,2.117,2.508,24,20.8,2,0,22.33
269,191,39,36,50,52,44,328,2112,2047,2047,1777,3.104,1,1.857,1.513,24,20.8,2,0,22.33
287,149,40,35,53,49,39,340,2112,2047,2047,1790,2.625,2,1.686,1.877,24,20.8,2,0,22.33
335,22,4,6,5,9,9,196,0,2047,-44,1794,1.208,1,0.3454,4.709,24,20.8,2,0,22.33
351,211,42,40,48,51,46,333,2112,2047,2047,1776,3.229,1,1.919,4.332,24,20.8,2,0,22.33
360,246,41,38,51,49,48,368,2112,2047,2047,1769,3.771,1,1.979,2.328,24,20.8,2,0,22.33
392,153,42,35,51,51,36,318,2112,2047,2047,1837,2.583,1,1.573,2.072,24,20.8,2,0,22.33
421,220,42,39,52,53,48,309,2112,2047,2047,1767,3.208,1,1.979,1.649,24,20.8,2,0,22.33
448,227,41,36,52,48,46,374,2112,2047,2047,1765,3.292,1,1.919,2.227,24,20.8,2,0,22.33
504,25,10,8,11,13,11,147,16,2047,-31,1810,1.146,1,0.4353,5.065,24,20.8,2,0,22.33
560,151,42,38,54,51,39,309,2112,2047,2047,1812,2.792,1,1.686,1.292,24,20.8,2,0,22.33
583,172,44,38,54,58,46,342,2112,2047,2047,1761,2.75,1,1.919,2.881,24,20.8,2,0,22.33
639,169,44,37,50,50,38,291,2112,2047,2047,1816,2.813,1,1.65,3.385,24,20.8,2,0,22.33
788,152,42,39,54,54,54,316,2112,2047,2047,1805,2.438,1,2.142,0.8699,24,20.8,2,16,22.33
847,155,39,38,52,52,36,293,2112,2047,2047,1813,2.833,1,1.573,1.831,38.8,25.4,2,0,36.42
859,165,43,40,55,57,44,287,2112,2047,2047,1799,2.563,1,1.857,1.762,38.8,25.4,2,0,36.42
920,155,40,37,51,52,34,305,2112,2047,2047,1810,2.938,1,1.493,1.046,38.8,25.4,2,0,36.42
998,172,42,38,57,51,47,337,2112,2047,2047,1765,2.792,1,1.949,2.377,38.8,25.4,2,0,36.42
1023,59,8,5,10,11,23,55,383,2047,91,1783,1.875,1,1.001,6.375,38.8,25.4,2,0,36.42
1034,73,8,5,9,10,22,61,456,2047,219,1766,2.458,1,0.9533,7.029,38.8,25.4,2,0,36.42
1044,62,8,8,11,12,19,64,420,2047,171,1834,2.083,2,0.8105,4.094,38.8,25.4,2,0,36.42
1053,62,6,8,8,12,18,58,434,2047,173,1808,2.083,3,0.7629,3.801,38.8,25.4,2,0,36.42
1062,86,7,10,10,10,23,72,427,2047,201,1821,2.375,2,1.001,8.595,38.8,25.4,2,0,36.42
1075,65,7,6,8,10,23,61,402,2047,143,1795,2.063,3,1.001,5.074,38.8,25.4,2,0,36.42
1085,71,7,5,9,11,19,56,403,2047,121,1781,2.042,3,0.8105,4.709,38.8,25.4,2,0,36.42
1092,90,7,6,10,13,25,56,396,2047,151,1760,2.813,3,1.095,2.533,38.8,25.4,2,0,36.42
1099,55,7,6,8,11,20,65,460,2047,198,1759,1.625,1,0.8582,3.878,38.8,25.4,2,0,36.42
