Filename: 4.17_0000_0003.csv
SampleFlowRate = 6.833 ml/s
Trigger Threshold 2 = 4
Trigger Threshold 1 = 4
Max Meas Per o/p File = 30000
Auto Forced Trig Enabled = 0
Auto Forced Trig Part Rate Thresh = 2 p/s
Peak Offset FL2_SctPk = 0 (0x0)
Integrator Offset FL2_SctInt = 69 (0x45)
Integrator Offset FL1_280 = 69 (0x45)
Integrator Offset FL2_280 = 65 (0x41)
Integrator Offset FL2_370 = 0 (0x0)
Peak Offset Pwr_280 = 0 (0x0)
Peak Offset Pwr_370 = 0 (0x0)
Peak Offset SCAT_EL1 = 0 (0x0)
Peak Offset SCAT_EL2 = 0 (0x0)
Peak Offset SCAT_EL3 = 0 (0x0)
Peak Offset SCAT_EL4 = 0 (0x0)
Scat El 2 gradient = 0.8704
Scat El 2 offset = 1.6147
Scat El 3 gradient = 1.2505
Scat El 3 offset = 1.2597
Scat El 4 gradient = 1.1150
Scat El 4 offset = 5.5825
Minimum Mean ScatEL = 20
Glitch time = 30 (0.63us)
Scat integrate pulse = 300 (6.25us)
XE1 trigger delay = 471 (9.81us)
XE1 integrate delay = 160 (3.33us)
XE1 integrate pulse = 288 (6.00us)
XE2 trigger delay = 551 (11.48us)
XE2 integrate delay = 130 (2.71us)
XE2 integrate pulse = 336 (7.00us)
Recharge time = 18000 (6000us)
FL1 280nm offset = 0
FL2 280nm offset = 0
FL2 370nm offset = 0
Start Date/Time: 01/07/2014 11:16:58
Time,FL2 SctInt,Scat_EL1,Scat_EL2,Scat_EL3,Scat_EL4,FL2 SctPk,FL1_280,FL2_280,Pwr_280,FL2_370,Pwr_370,TOF,TPCT2,Size,AF,TotalT2,MeasT2,FT,TPCT1,TotalT1
4,55,6,5,9,8,12,4,-4,2047,-45,1714,2.125,1,0.481,7.35,-1,-1,2,0,-1
23,458,90,77,96,96,102,1606,20,2047,-28,1714,3.479,1,3.218,5.435,-1,-1,2,0,-1
57,42,6,5,6,9,15,5,4,2047,-43,1775,1.75,1,0.6207,5.305,-1,-1,2,0,-1
71,655,99,87,94,99,165,2116,33,2047,-22,1740,3.354,1,4.551,9.742,-1,-1,2,0,-1
195,190,48,41,63,61,57,0,-6,2047,-32,1737,2.604,1,2.218,2.184,-1,-1,2,0,-1
205,20,4,3,4,5,16,8,-3,2047,-32,1779,1.104,1,0.6679,8.381,-1,-1,2,6,-1
243,599,102,81,86,85,176,2116,25,2047,-20,1785,3.083,1,4.777,13.95,-1,-1,2,1,-1
311,406,102,86,114,115,102,1170,9,2047,-38,1780,3.063,1,3.218,3.717,2.2,2.2,2,0,27.03
322,649,102,94,91,106,170,2116,13,2047,-39,1772,3.396,1,4.654,12.04,2.2,2.2,2,0,27.03
333,588,105,91,103,104,150,2116,21,2047,-28,1800,3.188,1,4.239,8.831,2.2,2.2,2,0,27.03
393,652,104,85,99,98,169,2116,25,2047,-32,1738,3.292,1,4.633,9.505,2.2,2.2,2,0,27.03
448,60,4,6,7,7,18,15,-3,2047,-44,1787,2.083,1,0.7629,7.333,2.2,2.2,2,5,27.03
524,661,99,76,88,90,181,2116,15,2047,-26,1781,3.396,1,4.879,11.11,2.4,2.4,2,3,28.85
556,592,103,88,96,103,149,2116,16,2047,-31,1779,3.271,2,4.218,9.784,2.8,2.6,2,1,28.99
599,44,9,7,9,10,17,70,1,2047,-34,1727,1.75,1,0.7153,7.608,4.4,4,2,0,29.19
657,516,96,78,93,99,138,2116,24,2047,-29,1762,3.292,2,3.987,7.884,4.4,4,2,0,29.19
669,37,5,5,6,12,19,-2,-1,2047,-44,1744,1.604,1,0.8105,2.718,4.4,4,2,0,29.19
706,11,7,8,10,8,10,7,1,2047,-38,1767,0.6458,1,0.3901,9.353,4.4,4,2,0,29.19
770,380,81,72,89,85,111,1593,12,2047,-26,1765,2.875,1,3.412,5.637,4.4,4,2,0,29.19
782,572,104,88,98,101,163,2116,21,2047,-39,1714,3.229,1,4.509,9.724,4.4,4,2,0,29.19
792,677,105,83,91,92,162,2116,13,2047,-34,1768,3.396,1,4.489,12.48,4.4,4,2,7,29.19
823,23,5,5,5,8,11,1,-3,2047,-40,1758,1.188,1,0.4353,5.577,4.8,4.4,2,0,30.27
830,660,106,84,92,90,157,2116,12,2047,-34,1714,3.333,1,4.385,13.04,4.8,4.4,2,2,30.27
952,680,107,82,99,95,156,2116,19,2047,-28,1739,3.292,1,4.364,10.71,6.6,5.8,2,0,32.97
976,629,98,85,88,103,159,2116,28,2047,-34,1749,3.396,1,4.426,10.63,6.6,5.8,2,0,32.97
991,680,104,79,94,90,187,2116,14,2047,-35,1778,3.313,1,5.001,11.58,6.6,5.8,2,0,32.97
1031,649,102,84,95,93,176,2116,17,2047,-32,1787,3.25,2,4.777,10.64,6.6,5.8,2,0,32.97
1038,60,6,8,6,12,20,63,-2,2047,-38,1763,1.833,2,0.8582,5.697,6.6,5.8,2,0,32.97
1044,454,98,88,111,112,108,1267,9,2047,-28,1796,3.479,1,3.347,4.017,6.6,5.8,2,0,32.97
1096,147,41,34,47,47,42,19,-2,2047,-24,1809,2.625,1,1.791,3.24,6.6,5.8,2,11,32.97
1214,654,106,87,91,95,170,2116,15,2047,-34,1735,3.333,2,4.654,12.74,8,6.6,2,0,31.51
1267,598,107,91,94,105,168,2116,14,2047,-27,1751,3.229,2,4.613,11.51,8,6.6,2,0,31.51
1279,643,98,88,93,92,175,2116,14,2047,-33,1764,3.208,2,4.757,11.18,8,6.6,2,0,31.51
1337,594,113,94,115,108,160,2116,22,2047,-24,1765,3.188,1,4.447,8.011,8,6.6,2,6,31.51
1401,388,106,89,113,114,97,1366,4,2047,-41,1725,3.188,1,3.109,5.217,9.6,7.8,2,0,30.34
1475,62,10,7,12,16,19,6,0,2047,-30,1789,1.792,1,0.8105,4.521,9.6,7.8,2,0,30.34
1546,28,8,9,11,12,18,7,-4,2047,-36,1747,1.292,1,0.7629,4.855,9.6,7.8,2,0,30.34
1562,680,105,85,96,98,160,2116,22,2047,-19,1728,3.375,2,4.447,10.49,9.6,7.8,2,0,30.34
1589,579,109,90,100,99,174,2116,16,2047,-32,1786,3.146,1,4.736,11.12,9.6,7.8,2,0,30.34
1619,609,105,88,97,95,170,2116,27,2047,-30,1727,3.188,2,4.654,11.22,9.6,7.8,2,7,30.34
1648,646,109,79,93,88,170,2116,16,2047,-27,1752,3.188,1,4.654,13.85,9.8,8,2,0,29.81
1731,72,5,8,11,12,24,17,-4,2047,-40,1778,2.292,1,1.048,4.692,11.6,9.4,2,0,29.91
1750,584,104,91,100,107,153,2116,23,2047,-31,1732,3.354,3,4.302,9.06,11.6,9.4,2,0,29.91
1786,817,98,77,91,98,213,2116,17,2047,-9,1761,3.563,1,5.524,9.078,11.6,9.4,2,0,29.91
1812,477,74,72,81,82,142,1871,24,2047,-35,1736,3.042,1,4.071,7.212,11.6,9.4,2,0,29.91
1830,653,107,90,99,103,159,2116,21,2047,-16,1741,3.583,1,4.426,10.24,11.6,9.4,2,0,29.91
1861,728,103,87,84,88,199,2116,33,2047,-34,1737,3.271,1,5.244,15.05,11.6,9.4,2,0,29.91
1910,15,5,6,6,9,10,6,-1,2047,-33,1705,0.9583,1,0.3901,4.693,11.6,9.4,2,8,29.91
1944,150,88,24,82,44,53,6,-1,2047,-38,1752,2.354,1,2.117,33.88,11.8,9.6,2,1,29.9
1963,712,102,85,95,99,177,2116,24,2047,-21,1791,3.438,1,4.798,9.8,12.4,10,2,0,32.01
1972,665,105,86,99,93,173,2116,14,2047,-31,1773,3.292,2,4.716,10.9,12.4,10,2,5,32.01
2078,640,109,84,96,97,165,2116,22,2047,-26,1725,3.271,2,4.551,11.73,13.6,10.8,2,0,31.28
2092,77,6,8,9,9,23,64,4,2047,-40,1747,2.667,2,1.001,7.289,13.6,10.8,2,0,31.28
2115,648,102,82,97,99,159,2116,33,2047,-25,1729,3.333,1,4.426,8.929,13.6,10.8,2,0,31.28
2178,689,94,88,93,108,167,2116,20,2047,-27,1775,3.479,1,4.592,9.04,13.6,10.8,2,5,31.28
2254,606,103,85,98,94,171,2116,25,2047,-18,1771,3.167,1,4.674,10.2,14.2,11.4,2,0,30.81
2262,165,42,39,59,58,48,461,5,2047,-36,1803,2.729,1,1.979,2.872,14.2,11.4,2,0,30.81
2276,4,6,7,6,9,11,4,-2,2047,-37,1812,0.6875,1,0.4353,6.701,14.2,11.4,2,2,30.81
2313,510,21,9,28,29,111,9,-3,2047,-45,1703,3.563,1,3.412,13.9,14.4,11.6,2,1,30.75
2336,585,101,89,100,101,161,2116,31,2047,-20,1704,3.167,1,4.468,8.748,14.8,12,2,0,31.17
2346,91,19,26,38,47,28,19,-4,2047,-36,1711,2.375,1,1.233,12.93,14.8,12,2,2,31.17
2377,497,49,43,47,51,123,1987,8,2047,-31,1795,3.375,1,3.669,8.325,15,12.2,2,1,31.18
2474,17,3,4,5,7,18,13,-5,2047,-34,1789,0.9375,1,0.7629,4.308,18,14.4,2,0,33.26
2485,712,110,82,97,98,172,2116,12,2047,-27,1780,3.542,2,4.695,11.58,18,14.4,2,0,33.26
2501,659,107,81,93,93,164,2116,26,2047,-31,1749,3.438,2,4.53,12.29,18,14.4,2,0,33.26
2509,628,97,82,89,97,169,2116,15,2047,-36,1762,3.271,1,4.633,9.989,18,14.4,2,0,33.26
2538,26,8,5,6,10,17,0,-1,2047,-25,1813,1.333,1,0.7153,7.629,18,14.4,2,0,33.26
2568,620,103,80,96,91,159,2116,18,2047,-36,1766,3.146,1,4.426,10.7,18,14.4,2,0,33.26
2582,441,56,43,49,51,124,1789,5,2047,-38,1763,3.188,2,3.69,10.84,18,14.4,2,0,33.26
2589,568,106,89,96,101,149,2116,20,2047,-29,1788,3.125,1,4.218,10.88,18,14.4,2,0,33.26
2613,611,101,88,93,95,176,2116,19,2047,-34,1713,3.146,1,4.777,11.24,18,14.4,2,0,33.26
