0,None,True,zscore,single
0,None,True,zscore,ward
0,None,True,zscore,centroid
0,None,True,zscore,median
0,None,True,range,single
0,None,True,range,ward
0,None,True,range,centroid
0,None,True,range,median
0,None,False,zscore,single
0,None,False,zscore,ward
0,None,False,zscore,centroid
0,None,False,zscore,median
0,None,False,range,single
0,None,False,range,ward
0,None,False,range,centroid
0,None,False,range,median
0,3,True,zscore,single
0,3,True,zscore,ward
0,3,True,zscore,centroid
0,3,True,zscore,median
0,3,True,range,single
0,3,True,range,ward
0,3,True,range,centroid
0,3,True,range,median
0,3,False,zscore,single
0,3,False,zscore,ward
0,3,False,zscore,centroid
0,3,False,zscore,median
0,3,False,range,single
0,3,False,range,ward
0,3,False,range,centroid
0,3,False,range,median
0,9,True,zscore,single
0,9,True,zscore,ward
0,9,True,zscore,centroid
0,9,True,zscore,median
0,9,True,range,single
0,9,True,range,ward
0,9,True,range,centroid
0,9,True,range,median
0,9,False,zscore,single
0,9,False,zscore,ward
0,9,False,zscore,centroid
0,9,False,zscore,median
0,9,False,range,single
0,9,False,range,ward
0,9,False,range,centroid
0,9,False,range,median
0.8,None,True,zscore,single
0.8,None,True,zscore,ward
0.8,None,True,zscore,centroid
0.8,None,True,zscore,median
0.8,None,True,range,single
0.8,None,True,range,ward
0.8,None,True,range,centroid
0.8,None,True,range,median
0.8,None,False,zscore,single
0.8,None,False,zscore,ward
0.8,None,False,zscore,centroid
0.8,None,False,zscore,median
0.8,None,False,range,single
0.8,None,False,range,ward
0.8,None,False,range,centroid
0.8,None,False,range,median
0.8,3,True,zscore,single
0.8,3,True,zscore,ward
0.8,3,True,zscore,centroid
0.8,3,True,zscore,median
0.8,3,True,range,single
0.8,3,True,range,ward
0.8,3,True,range,centroid
0.8,3,True,range,median
0.8,3,False,zscore,single
0.8,3,False,zscore,ward
0.8,3,False,zscore,centroid
0.8,3,False,zscore,median
0.8,3,False,range,single
0.8,3,False,range,ward
0.8,3,False,range,centroid
0.8,3,False,range,median
0.8,9,True,zscore,single
0.8,9,True,zscore,ward
0.8,9,True,zscore,centroid
0.8,9,True,zscore,median
0.8,9,True,range,single
0.8,9,True,range,ward
0.8,9,True,range,centroid
0.8,9,True,range,median
0.8,9,False,zscore,single
0.8,9,False,zscore,ward
0.8,9,False,zscore,centroid
0.8,9,False,zscore,median
0.8,9,False,range,single
0.8,9,False,range,ward
0.8,9,False,range,centroid
0.8,9,False,range,median
